location_name,sex_name,cause_name,HALE_2015_30_70,Age_standardized_YLDs ,YLDs_proportion
Russian Federation,Both,Non-communicable diseases,23.2 ,11271.0 ,100
Russian Federation,Both,Neoplasms,23.2 ,204.1 ,1.8
Russian Federation,Both,Cardiovascular diseases,23.2 ,601.6 ,5.3
Russian Federation,Both,Chronic respiratory diseases,23.2 ,250.6 ,2.2
Russian Federation,Both,Diabetes mellitus,23.2 ,390.3 ,3.5
Russian Federation,Both,Four major NCDs,23.2 ,1446.5 ,12.8
Ukraine,Both,Non-communicable diseases,22.3 ,11326.2 ,100
Ukraine,Both,Neoplasms,22.3 ,180.4 ,1.6
Ukraine,Both,Cardiovascular diseases,22.3 ,606.0 ,5.4
Ukraine,Both,Chronic respiratory diseases,22.3 ,261.2 ,2.3
Ukraine,Both,Diabetes mellitus,22.3 ,467.4 ,4.1
Ukraine,Both,Four major NCDs,22.3 ,1515.0 ,13.4
Brunei Darussalam,Both,Non-communicable diseases,24.4 ,11269.8 ,100
Brunei Darussalam,Both,Neoplasms,24.4 ,171.9 ,1.5
Brunei Darussalam,Both,Cardiovascular diseases,24.4 ,419.2 ,3.7
Brunei Darussalam,Both,Chronic respiratory diseases,24.4 ,400.9 ,3.6
Brunei Darussalam,Both,Diabetes mellitus,24.4 ,1677.7 ,14.9
Brunei Darussalam,Both,Four major NCDs,24.4 ,2669.7 ,23.7
Japan,Both,Non-communicable diseases,34.1 ,10824.5 ,100
Japan,Both,Neoplasms,34.1 ,193.0 ,1.8
Japan,Both,Cardiovascular diseases,34.1 ,423.8 ,3.9
Japan,Both,Chronic respiratory diseases,34.1 ,256.6 ,2.4
Japan,Both,Diabetes mellitus,34.1 ,426.9 ,3.9
Japan,Both,Four major NCDs,34.1 ,1300.3 ,12
Republic of Korea,Both,Non-communicable diseases,34.8 ,10678.2 ,100
Republic of Korea,Both,Neoplasms,34.8 ,152.2 ,1.4
Republic of Korea,Both,Cardiovascular diseases,34.8 ,364.4 ,3.4
Republic of Korea,Both,Chronic respiratory diseases,34.8 ,300.4 ,2.8
Republic of Korea,Both,Diabetes mellitus,34.8 ,570.6 ,5.3
Republic of Korea,Both,Four major NCDs,34.8 ,1387.5 ,13
Singapore,Both,Non-communicable diseases,36.1 ,9892.1 ,100
Singapore,Both,Neoplasms,36.1 ,158.4 ,1.6
Singapore,Both,Cardiovascular diseases,36.1 ,335.5 ,3.4
Singapore,Both,Chronic respiratory diseases,36.1 ,301.0 ,3
Singapore,Both,Diabetes mellitus,36.1 ,806.0 ,8.1
Singapore,Both,Four major NCDs,36.1 ,1600.8 ,16.2
Australia,Both,Non-communicable diseases,31.3 ,12472.6 ,100
Australia,Both,Neoplasms,31.3 ,246.8 ,2
Australia,Both,Cardiovascular diseases,31.3 ,324.8 ,2.6
Australia,Both,Chronic respiratory diseases,31.3 ,489.6 ,3.9
Australia,Both,Diabetes mellitus,31.3 ,468.3 ,3.8
Australia,Both,Four major NCDs,31.3 ,1529.4 ,12.3
New Zealand,Both,Non-communicable diseases,30.4 ,12013.3 ,100
New Zealand,Both,Neoplasms,30.4 ,269.0 ,2.2
New Zealand,Both,Cardiovascular diseases,30.4 ,281.7 ,2.3
New Zealand,Both,Chronic respiratory diseases,30.4 ,463.0 ,3.9
New Zealand,Both,Diabetes mellitus,30.4 ,358.6 ,3
New Zealand,Both,Four major NCDs,30.4 ,1372.2 ,11.4
Austria,Both,Non-communicable diseases,29.7 ,12534.1 ,100
Austria,Both,Neoplasms,29.7 ,225.9 ,1.8
Austria,Both,Cardiovascular diseases,29.7 ,355.5 ,2.8
Austria,Both,Chronic respiratory diseases,29.7 ,411.2 ,3.3
Austria,Both,Diabetes mellitus,29.7 ,491.8 ,3.9
Austria,Both,Four major NCDs,29.7 ,1484.4 ,11.8
Belgium,Both,Non-communicable diseases,28.5 ,12778.5 ,100
Belgium,Both,Neoplasms,28.5 ,228.3 ,1.8
Belgium,Both,Cardiovascular diseases,28.5 ,304.7 ,2.4
Belgium,Both,Chronic respiratory diseases,28.5 ,482.2 ,3.8
Belgium,Both,Diabetes mellitus,28.5 ,541.3 ,4.2
Belgium,Both,Four major NCDs,28.5 ,1556.5 ,12.2
Cyprus,Both,Non-communicable diseases,29.9 ,12087.6 ,100
Cyprus,Both,Neoplasms,29.9 ,205.5 ,1.7
Cyprus,Both,Cardiovascular diseases,29.9 ,260.9 ,2.2
Cyprus,Both,Chronic respiratory diseases,29.9 ,484.9 ,4
Cyprus,Both,Diabetes mellitus,29.9 ,639.0 ,5.3
Cyprus,Both,Four major NCDs,29.9 ,1590.4 ,13.2
Denmark,Both,Non-communicable diseases,29.7 ,12754.3 ,100
Denmark,Both,Neoplasms,29.7 ,233.0 ,1.8
Denmark,Both,Cardiovascular diseases,29.7 ,281.2 ,2.2
Denmark,Both,Chronic respiratory diseases,29.7 ,501.0 ,3.9
Denmark,Both,Diabetes mellitus,29.7 ,365.1 ,2.9
Denmark,Both,Four major NCDs,29.7 ,1380.3 ,10.8
Finland,Both,Non-communicable diseases,30.1 ,12110.8 ,100
Finland,Both,Neoplasms,30.1 ,212.2 ,1.8
Finland,Both,Cardiovascular diseases,30.1 ,323.8 ,2.7
Finland,Both,Chronic respiratory diseases,30.1 ,439.9 ,3.6
Finland,Both,Diabetes mellitus,30.1 ,691.0 ,5.7
Finland,Both,Four major NCDs,30.1 ,1666.9 ,13.8
France,Both,Non-communicable diseases,31.2 ,12046.0 ,100
France,Both,Neoplasms,31.2 ,249.4 ,2.1
France,Both,Cardiovascular diseases,31.2 ,307.6 ,2.6
France,Both,Chronic respiratory diseases,31.2 ,399.4 ,3.3
France,Both,Diabetes mellitus,31.2 ,272.1 ,2.3
France,Both,Four major NCDs,31.2 ,1228.6 ,10.2
Germany,Both,Non-communicable diseases,29.2 ,12801.6 ,100
Germany,Both,Neoplasms,29.2 ,233.0 ,1.8
Germany,Both,Cardiovascular diseases,29.2 ,350.1 ,2.7
Germany,Both,Chronic respiratory diseases,29.2 ,444.9 ,3.5
Germany,Both,Diabetes mellitus,29.2 ,643.4 ,5
Germany,Both,Four major NCDs,29.2 ,1671.4 ,13.1
Greece,Both,Non-communicable diseases,29.6 ,12270.3 ,100
Greece,Both,Neoplasms,29.6 ,214.0 ,1.7
Greece,Both,Cardiovascular diseases,29.6 ,266.9 ,2.2
Greece,Both,Chronic respiratory diseases,29.6 ,506.4 ,4.1
Greece,Both,Diabetes mellitus,29.6 ,567.6 ,4.6
Greece,Both,Four major NCDs,29.6 ,1554.9 ,12.7
Iceland,Both,Non-communicable diseases,32.4 ,12094.1 ,100
Iceland,Both,Neoplasms,32.4 ,209.7 ,1.7
Iceland,Both,Cardiovascular diseases,32.4 ,273.1 ,2.3
Iceland,Both,Chronic respiratory diseases,32.4 ,536.8 ,4.4
Iceland,Both,Diabetes mellitus,32.4 ,468.1 ,3.9
Iceland,Both,Four major NCDs,32.4 ,1487.7 ,12.3
Ireland,Both,Non-communicable diseases,30.5 ,12898.5 ,100
Ireland,Both,Neoplasms,30.5 ,240.7 ,1.9
Ireland,Both,Cardiovascular diseases,30.5 ,277.4 ,2.2
Ireland,Both,Chronic respiratory diseases,30.5 ,520.8 ,4
Ireland,Both,Diabetes mellitus,30.5 ,427.4 ,3.3
Ireland,Both,Four major NCDs,30.5 ,1466.3 ,11.4
Israel,Both,Non-communicable diseases,31.2 ,11830.2 ,100
Israel,Both,Neoplasms,31.2 ,176.7 ,1.5
Israel,Both,Cardiovascular diseases,31.2 ,265.2 ,2.2
Israel,Both,Chronic respiratory diseases,31.2 ,367.8 ,3.1
Israel,Both,Diabetes mellitus,31.2 ,479.7 ,4.1
Israel,Both,Four major NCDs,31.2 ,1289.3 ,10.9
Italy,Both,Non-communicable diseases,30.7 ,12585.7 ,100
Italy,Both,Neoplasms,30.7 ,267.6 ,2.1
Italy,Both,Cardiovascular diseases,30.7 ,277.0 ,2.2
Italy,Both,Chronic respiratory diseases,30.7 ,279.6 ,2.2
Italy,Both,Diabetes mellitus,30.7 ,606.0 ,4.8
Italy,Both,Four major NCDs,30.7 ,1430.3 ,11.4
Luxembourg,Both,Non-communicable diseases,30.8 ,12499.1 ,100
Luxembourg,Both,Neoplasms,30.8 ,217.3 ,1.7
Luxembourg,Both,Cardiovascular diseases,30.8 ,328.8 ,2.6
Luxembourg,Both,Chronic respiratory diseases,30.8 ,523.8 ,4.2
Luxembourg,Both,Diabetes mellitus,30.8 ,645.0 ,5.2
Luxembourg,Both,Four major NCDs,30.8 ,1714.8 ,13.7
Malta,Both,Non-communicable diseases,32.1 ,12176.0 ,100
Malta,Both,Neoplasms,32.1 ,178.6 ,1.5
Malta,Both,Cardiovascular diseases,32.1 ,278.4 ,2.3
Malta,Both,Chronic respiratory diseases,32.1 ,471.5 ,3.9
Malta,Both,Diabetes mellitus,32.1 ,676.1 ,5.6
Malta,Both,Four major NCDs,32.1 ,1604.6 ,13.2
Netherlands,Both,Non-communicable diseases,30.0 ,12149.4 ,100
Netherlands,Both,Neoplasms,30.0 ,275.5 ,2.3
Netherlands,Both,Cardiovascular diseases,30.0 ,279.1 ,2.3
Netherlands,Both,Chronic respiratory diseases,30.0 ,631.4 ,5.2
Netherlands,Both,Diabetes mellitus,30.0 ,437.2 ,3.6
Netherlands,Both,Four major NCDs,30.0 ,1623.1 ,13.4
Norway,Both,Non-communicable diseases,29.6 ,12187.9 ,100
Norway,Both,Neoplasms,29.6 ,249.1 ,2
Norway,Both,Cardiovascular diseases,29.6 ,365.4 ,3
Norway,Both,Chronic respiratory diseases,29.6 ,508.5 ,4.2
Norway,Both,Diabetes mellitus,29.6 ,514.1 ,4.2
Norway,Both,Four major NCDs,29.6 ,1637.1 ,13.4
Portugal,Both,Non-communicable diseases,29.9 ,12979.7 ,100
Portugal,Both,Neoplasms,29.9 ,215.7 ,1.7
Portugal,Both,Cardiovascular diseases,29.9 ,279.1 ,2.2
Portugal,Both,Chronic respiratory diseases,29.9 ,592.1 ,4.6
Portugal,Both,Diabetes mellitus,29.9 ,706.0 ,5.4
Portugal,Both,Four major NCDs,29.9 ,1793.0 ,13.8
Spain,Both,Non-communicable diseases,30.8 ,11823.7 ,100
Spain,Both,Neoplasms,30.8 ,229.1 ,1.9
Spain,Both,Cardiovascular diseases,30.8 ,264.7 ,2.2
Spain,Both,Chronic respiratory diseases,30.8 ,365.7 ,3.1
Spain,Both,Diabetes mellitus,30.8 ,618.8 ,5.2
Spain,Both,Four major NCDs,30.8 ,1478.3 ,12.5
Sweden,Both,Non-communicable diseases,30.5 ,12183.4 ,100
Sweden,Both,Neoplasms,30.5 ,213.3 ,1.8
Sweden,Both,Cardiovascular diseases,30.5 ,455.8 ,3.7
Sweden,Both,Chronic respiratory diseases,30.5 ,532.6 ,4.4
Sweden,Both,Diabetes mellitus,30.5 ,465.3 ,3.8
Sweden,Both,Four major NCDs,30.5 ,1667.0 ,13.7
Switzerland,Both,Non-communicable diseases,31.5 ,12896.9 ,100
Switzerland,Both,Neoplasms,31.5 ,200.4 ,1.6
Switzerland,Both,Cardiovascular diseases,31.5 ,235.4 ,1.8
Switzerland,Both,Chronic respiratory diseases,31.5 ,448.8 ,3.5
Switzerland,Both,Diabetes mellitus,31.5 ,500.9 ,3.9
Switzerland,Both,Four major NCDs,31.5 ,1385.6 ,10.7
United Kingdom,Both,Non-communicable diseases,28.8 ,13679.6 ,100
United Kingdom,Both,Neoplasms,28.8 ,223.9 ,1.6
United Kingdom,Both,Cardiovascular diseases,28.8 ,292.0 ,2.1
United Kingdom,Both,Chronic respiratory diseases,28.8 ,641.3 ,4.7
United Kingdom,Both,Diabetes mellitus,28.8 ,850.9 ,6.2
United Kingdom,Both,Four major NCDs,28.8 ,2008.0 ,14.7
Argentina,Both,Non-communicable diseases,26.7 ,11632.5 ,100
Argentina,Both,Neoplasms,26.7 ,140.3 ,1.2
Argentina,Both,Cardiovascular diseases,26.7 ,317.0 ,2.7
Argentina,Both,Chronic respiratory diseases,26.7 ,472.4 ,4.1
Argentina,Both,Diabetes mellitus,26.7 ,538.0 ,4.6
Argentina,Both,Four major NCDs,26.7 ,1467.7 ,12.6
Chile,Both,Non-communicable diseases,30.2 ,12110.7 ,100
Chile,Both,Neoplasms,30.2 ,129.7 ,1.1
Chile,Both,Cardiovascular diseases,30.2 ,275.5 ,2.3
Chile,Both,Chronic respiratory diseases,30.2 ,279.2 ,2.3
Chile,Both,Diabetes mellitus,30.2 ,630.9 ,5.2
Chile,Both,Four major NCDs,30.2 ,1315.3 ,10.9
Uruguay,Both,Non-communicable diseases,27.0 ,11554.6 ,100
Uruguay,Both,Neoplasms,27.0 ,175.8 ,1.5
Uruguay,Both,Cardiovascular diseases,27.0 ,312.5 ,2.7
Uruguay,Both,Chronic respiratory diseases,27.0 ,404.0 ,3.5
Uruguay,Both,Diabetes mellitus,27.0 ,344.5 ,3
Uruguay,Both,Four major NCDs,27.0 ,1236.8 ,10.7
Canada,Both,Non-communicable diseases,31.9 ,12110.3 ,100
Canada,Both,Neoplasms,31.9 ,278.8 ,2.3
Canada,Both,Cardiovascular diseases,31.9 ,415.8 ,3.4
Canada,Both,Chronic respiratory diseases,31.9 ,308.5 ,2.5
Canada,Both,Diabetes mellitus,31.9 ,397.0 ,3.3
Canada,Both,Four major NCDs,31.9 ,1400.1 ,11.6
United States of America,Both,Non-communicable diseases,26.9 ,15163.4 ,100
United States of America,Both,Neoplasms,26.9 ,268.9 ,1.8
United States of America,Both,Cardiovascular diseases,26.9 ,466.5 ,3.1
United States of America,Both,Chronic respiratory diseases,26.9 ,778.8 ,5.1
United States of America,Both,Diabetes mellitus,26.9 ,858.6 ,5.7
United States of America,Both,Four major NCDs,26.9 ,2372.8 ,15.6
Antigua and Barbuda,Both,Non-communicable diseases,26.2 ,11583.0 ,100
Antigua and Barbuda,Both,Neoplasms,26.2 ,145.6 ,1.3
Antigua and Barbuda,Both,Cardiovascular diseases,26.2 ,346.9 ,3
Antigua and Barbuda,Both,Chronic respiratory diseases,26.2 ,182.2 ,1.6
Antigua and Barbuda,Both,Diabetes mellitus,26.2 ,1261.3 ,10.9
Antigua and Barbuda,Both,Four major NCDs,26.2 ,1936.0 ,16.7
Bahamas,Both,Non-communicable diseases,27.0 ,11555.0 ,100
Bahamas,Both,Neoplasms,27.0 ,169.1 ,1.5
Bahamas,Both,Cardiovascular diseases,27.0 ,326.3 ,2.8
Bahamas,Both,Chronic respiratory diseases,27.0 ,204.0 ,1.8
Bahamas,Both,Diabetes mellitus,27.0 ,1185.1 ,10.3
Bahamas,Both,Four major NCDs,27.0 ,1884.6 ,16.3
Barbados,Both,Non-communicable diseases,27.3 ,11372.3 ,100
Barbados,Both,Neoplasms,27.3 ,192.9 ,1.7
Barbados,Both,Cardiovascular diseases,27.3 ,358.5 ,3.2
Barbados,Both,Chronic respiratory diseases,27.3 ,260.6 ,2.3
Barbados,Both,Diabetes mellitus,27.3 ,1122.8 ,9.9
Barbados,Both,Four major NCDs,27.3 ,1934.8 ,17
Belize,Both,Non-communicable diseases,27.6 ,11251.1 ,100
Belize,Both,Neoplasms,27.6 ,92.7 ,0.8
Belize,Both,Cardiovascular diseases,27.6 ,332.1 ,3
Belize,Both,Chronic respiratory diseases,27.6 ,268.9 ,2.4
Belize,Both,Diabetes mellitus,27.6 ,990.8 ,8.8
Belize,Both,Four major NCDs,27.6 ,1684.4 ,15
Cuba,Both,Non-communicable diseases,28.0 ,11581.4 ,100
Cuba,Both,Neoplasms,28.0 ,163.0 ,1.4
Cuba,Both,Cardiovascular diseases,28.0 ,311.8 ,2.7
Cuba,Both,Chronic respiratory diseases,28.0 ,356.4 ,3.1
Cuba,Both,Diabetes mellitus,28.0 ,1020.1 ,8.8
Cuba,Both,Four major NCDs,28.0 ,1851.4 ,16
Dominican Republic,Both,Non-communicable diseases,25.7 ,10797.7 ,100
Dominican Republic,Both,Neoplasms,25.7 ,98.8 ,0.9
Dominican Republic,Both,Cardiovascular diseases,25.7 ,355.6 ,3.3
Dominican Republic,Both,Chronic respiratory diseases,25.7 ,169.9 ,1.6
Dominican Republic,Both,Diabetes mellitus,25.7 ,634.4 ,5.9
Dominican Republic,Both,Four major NCDs,25.7 ,1258.8 ,11.7
Grenada,Both,Non-communicable diseases,25.0 ,11730.4 ,100
Grenada,Both,Neoplasms,25.0 ,159.6 ,1.4
Grenada,Both,Cardiovascular diseases,25.0 ,361.3 ,3.1
Grenada,Both,Chronic respiratory diseases,25.0 ,288.8 ,2.5
Grenada,Both,Diabetes mellitus,25.0 ,1420.7 ,12.1
Grenada,Both,Four major NCDs,25.0 ,2230.3 ,19
Guyana,Both,Non-communicable diseases,21.1 ,12519.1 ,100
Guyana,Both,Neoplasms,21.1 ,108.7 ,0.9
Guyana,Both,Cardiovascular diseases,21.1 ,370.0 ,3
Guyana,Both,Chronic respiratory diseases,21.1 ,256.5 ,2
Guyana,Both,Diabetes mellitus,21.1 ,1691.5 ,13.5
Guyana,Both,Four major NCDs,21.1 ,2426.7 ,19.4
Haiti,Both,Non-communicable diseases,21.1 ,11584.2 ,100
Haiti,Both,Neoplasms,21.1 ,92.5 ,0.8
Haiti,Both,Cardiovascular diseases,21.1 ,370.7 ,3.2
Haiti,Both,Chronic respiratory diseases,21.1 ,302.0 ,2.6
Haiti,Both,Diabetes mellitus,21.1 ,1331.7 ,11.5
Haiti,Both,Four major NCDs,21.1 ,2097.0 ,18.1
Jamaica,Both,Non-communicable diseases,26.5 ,11341.8 ,100
Jamaica,Both,Neoplasms,26.5 ,161.5 ,1.4
Jamaica,Both,Cardiovascular diseases,26.5 ,346.8 ,3.1
Jamaica,Both,Chronic respiratory diseases,26.5 ,244.5 ,2.2
Jamaica,Both,Diabetes mellitus,26.5 ,1223.4 ,10.8
Jamaica,Both,Four major NCDs,26.5 ,1976.3 ,17.4
Saint Lucia,Both,Non-communicable diseases,27.3 ,12191.1 ,100
Saint Lucia,Both,Neoplasms,27.3 ,134.5 ,1.1
Saint Lucia,Both,Cardiovascular diseases,27.3 ,368.0 ,3
Saint Lucia,Both,Chronic respiratory diseases,27.3 ,318.7 ,2.6
Saint Lucia,Both,Diabetes mellitus,27.3 ,1776.1 ,14.6
Saint Lucia,Both,Four major NCDs,27.3 ,2597.3 ,21.3
Saint Vincent and the Grenadines,Both,Non-communicable diseases,24.3 ,11883.6 ,100
Saint Vincent and the Grenadines,Both,Neoplasms,24.3 ,140.0 ,1.2
Saint Vincent and the Grenadines,Both,Cardiovascular diseases,24.3 ,364.0 ,3.1
Saint Vincent and the Grenadines,Both,Chronic respiratory diseases,24.3 ,206.7 ,1.7
Saint Vincent and the Grenadines,Both,Diabetes mellitus,24.3 ,1547.2 ,13
Saint Vincent and the Grenadines,Both,Four major NCDs,24.3 ,2257.9 ,19
Suriname,Both,Non-communicable diseases,25.7 ,12367.9 ,100
Suriname,Both,Neoplasms,25.7 ,92.4 ,0.7
Suriname,Both,Cardiovascular diseases,25.7 ,363.8 ,2.9
Suriname,Both,Chronic respiratory diseases,25.7 ,218.5 ,1.8
Suriname,Both,Diabetes mellitus,25.7 ,1671.6 ,13.5
Suriname,Both,Four major NCDs,25.7 ,2346.4 ,19
Trinidad and Tobago,Both,Non-communicable diseases,27.2 ,12071.4 ,100
Trinidad and Tobago,Both,Neoplasms,27.2 ,114.7 ,0.9
Trinidad and Tobago,Both,Cardiovascular diseases,27.2 ,374.1 ,3.1
Trinidad and Tobago,Both,Chronic respiratory diseases,27.2 ,158.0 ,1.3
Trinidad and Tobago,Both,Diabetes mellitus,27.2 ,1683.0 ,13.9
Trinidad and Tobago,Both,Four major NCDs,27.2 ,2329.8 ,19.3
Bolivia (Plurinational State of),Both,Non-communicable diseases,24.3 ,11351.7 ,100
Bolivia (Plurinational State of),Both,Neoplasms,24.3 ,87.6 ,0.8
Bolivia (Plurinational State of),Both,Cardiovascular diseases,24.3 ,239.3 ,2.1
Bolivia (Plurinational State of),Both,Chronic respiratory diseases,24.3 ,169.3 ,1.5
Bolivia (Plurinational State of),Both,Diabetes mellitus,24.3 ,633.9 ,5.6
Bolivia (Plurinational State of),Both,Four major NCDs,24.3 ,1130.1 ,10
Ecuador,Both,Non-communicable diseases,28.1 ,11342.6 ,100
Ecuador,Both,Neoplasms,28.1 ,88.3 ,0.8
Ecuador,Both,Cardiovascular diseases,28.1 ,274.4 ,2.4
Ecuador,Both,Chronic respiratory diseases,28.1 ,142.7 ,1.3
Ecuador,Both,Diabetes mellitus,28.1 ,704.0 ,6.2
Ecuador,Both,Four major NCDs,28.1 ,1209.4 ,10.7
Peru,Both,Non-communicable diseases,31.8 ,10710.7 ,100
Peru,Both,Neoplasms,31.8 ,89.6 ,0.8
Peru,Both,Cardiovascular diseases,31.8 ,271.7 ,2.5
Peru,Both,Chronic respiratory diseases,31.8 ,153.8 ,1.4
Peru,Both,Diabetes mellitus,31.8 ,411.8 ,3.8
Peru,Both,Four major NCDs,31.8 ,927.0 ,8.7
Colombia,Both,Non-communicable diseases,32.6 ,11385.9 ,100
Colombia,Both,Neoplasms,32.6 ,101.3 ,0.9
Colombia,Both,Cardiovascular diseases,32.6 ,243.9 ,2.1
Colombia,Both,Chronic respiratory diseases,32.6 ,243.7 ,2.1
Colombia,Both,Diabetes mellitus,32.6 ,937.4 ,8.2
Colombia,Both,Four major NCDs,32.6 ,1526.3 ,13.4
Costa Rica,Both,Non-communicable diseases,31.0 ,11905.5 ,100
Costa Rica,Both,Neoplasms,31.0 ,129.7 ,1.1
Costa Rica,Both,Cardiovascular diseases,31.0 ,295.7 ,2.5
Costa Rica,Both,Chronic respiratory diseases,31.0 ,273.8 ,2.3
Costa Rica,Both,Diabetes mellitus,31.0 ,987.0 ,8.3
Costa Rica,Both,Four major NCDs,31.0 ,1686.2 ,14.2
El Salvador,Both,Non-communicable diseases,26.7 ,12151.6 ,100
El Salvador,Both,Neoplasms,26.7 ,89.9 ,0.7
El Salvador,Both,Cardiovascular diseases,26.7 ,265.8 ,2.2
El Salvador,Both,Chronic respiratory diseases,26.7 ,244.5 ,2
El Salvador,Both,Diabetes mellitus,26.7 ,1066.9 ,8.8
El Salvador,Both,Four major NCDs,26.7 ,1667.1 ,13.7
Guatemala,Both,Non-communicable diseases,26.1 ,12435.2 ,100
Guatemala,Both,Neoplasms,26.1 ,78.3 ,0.6
Guatemala,Both,Cardiovascular diseases,26.1 ,270.4 ,2.2
Guatemala,Both,Chronic respiratory diseases,26.1 ,145.5 ,1.2
Guatemala,Both,Diabetes mellitus,26.1 ,1306.0 ,10.5
Guatemala,Both,Four major NCDs,26.1 ,1800.1 ,14.5
Honduras,Both,Non-communicable diseases,23.2 ,12031.5 ,100
Honduras,Both,Neoplasms,23.2 ,83.8 ,0.7
Honduras,Both,Cardiovascular diseases,23.2 ,267.9 ,2.2
Honduras,Both,Chronic respiratory diseases,23.2 ,235.6 ,2
Honduras,Both,Diabetes mellitus,23.2 ,1171.0 ,9.7
Honduras,Both,Four major NCDs,23.2 ,1758.3 ,14.6
Mexico,Both,Non-communicable diseases,27.4 ,12555.6 ,100
Mexico,Both,Neoplasms,27.4 ,89.1 ,0.7
Mexico,Both,Cardiovascular diseases,27.4 ,267.7 ,2.1
Mexico,Both,Chronic respiratory diseases,27.4 ,195.9 ,1.6
Mexico,Both,Diabetes mellitus,27.4 ,1401.4 ,11.2
Mexico,Both,Four major NCDs,27.4 ,1954.1 ,15.6
Nicaragua,Both,Non-communicable diseases,25.9 ,11788.5 ,100
Nicaragua,Both,Neoplasms,25.9 ,84.8 ,0.7
Nicaragua,Both,Cardiovascular diseases,25.9 ,286.8 ,2.4
Nicaragua,Both,Chronic respiratory diseases,25.9 ,197.4 ,1.7
Nicaragua,Both,Diabetes mellitus,25.9 ,1128.5 ,9.6
Nicaragua,Both,Four major NCDs,25.9 ,1697.5 ,14.4
Panama,Both,Non-communicable diseases,31.5 ,11587.7 ,100
Panama,Both,Neoplasms,31.5 ,101.9 ,0.9
Panama,Both,Cardiovascular diseases,31.5 ,288.4 ,2.5
Panama,Both,Chronic respiratory diseases,31.5 ,190.9 ,1.6
Panama,Both,Diabetes mellitus,31.5 ,1072.9 ,9.3
Panama,Both,Four major NCDs,31.5 ,1654.1 ,14.3
Venezuela (Bolivarian Republic of),Both,Non-communicable diseases,28.6 ,11526.3 ,100
Venezuela (Bolivarian Republic of),Both,Neoplasms,28.6 ,130.9 ,1.1
Venezuela (Bolivarian Republic of),Both,Cardiovascular diseases,28.6 ,229.0 ,2
Venezuela (Bolivarian Republic of),Both,Chronic respiratory diseases,28.6 ,221.2 ,1.9
Venezuela (Bolivarian Republic of),Both,Diabetes mellitus,28.6 ,1017.5 ,8.8
Venezuela (Bolivarian Republic of),Both,Four major NCDs,28.6 ,1598.6 ,13.9
Brazil,Both,Non-communicable diseases,27.7 ,12955.6 ,100
Brazil,Both,Neoplasms,27.7 ,101.4 ,0.8
Brazil,Both,Cardiovascular diseases,27.7 ,357.4 ,2.8
Brazil,Both,Chronic respiratory diseases,27.7 ,243.5 ,1.9
Brazil,Both,Diabetes mellitus,27.7 ,788.2 ,6.1
Brazil,Both,Four major NCDs,27.7 ,1490.5 ,11.5
Paraguay,Both,Non-communicable diseases,28.0 ,12033.9 ,100
Paraguay,Both,Neoplasms,28.0 ,90.5 ,0.8
Paraguay,Both,Cardiovascular diseases,28.0 ,343.9 ,2.9
Paraguay,Both,Chronic respiratory diseases,28.0 ,197.3 ,1.6
Paraguay,Both,Diabetes mellitus,28.0 ,745.6 ,6.2
Paraguay,Both,Four major NCDs,28.0 ,1377.3 ,11.4
Algeria,Both,Non-communicable diseases,27.3 ,12063.2 ,100
Algeria,Both,Neoplasms,27.3 ,71.4 ,0.6
Algeria,Both,Cardiovascular diseases,27.3 ,536.0 ,4.4
Algeria,Both,Chronic respiratory diseases,27.3 ,326.2 ,2.7
Algeria,Both,Diabetes mellitus,27.3 ,927.5 ,7.7
Algeria,Both,Four major NCDs,27.3 ,1861.0 ,15.4
Bahrain,Both,Non-communicable diseases,26.5 ,12431.1 ,100
Bahrain,Both,Neoplasms,26.5 ,83.3 ,0.7
Bahrain,Both,Cardiovascular diseases,26.5 ,419.4 ,3.4
Bahrain,Both,Chronic respiratory diseases,26.5 ,317.7 ,2.6
Bahrain,Both,Diabetes mellitus,26.5 ,1770.3 ,14.2
Bahrain,Both,Four major NCDs,26.5 ,2590.7 ,20.8
Egypt,Both,Non-communicable diseases,22.1 ,12053.9 ,100
Egypt,Both,Neoplasms,22.1 ,75.8 ,0.6
Egypt,Both,Cardiovascular diseases,22.1 ,634.3 ,5.3
Egypt,Both,Chronic respiratory diseases,22.1 ,480.8 ,4
Egypt,Both,Diabetes mellitus,22.1 ,749.1 ,6.2
Egypt,Both,Four major NCDs,22.1 ,1939.9 ,16.1
Iran (Islamic Republic of),Both,Non-communicable diseases,27.4 ,13165.9 ,100
Iran (Islamic Republic of),Both,Neoplasms,27.4 ,85.3 ,0.6
Iran (Islamic Republic of),Both,Cardiovascular diseases,27.4 ,495.3 ,3.8
Iran (Islamic Republic of),Both,Chronic respiratory diseases,27.4 ,365.0 ,2.8
Iran (Islamic Republic of),Both,Diabetes mellitus,27.4 ,795.9 ,6
Iran (Islamic Republic of),Both,Four major NCDs,27.4 ,1741.6 ,13.2
Iraq,Both,Non-communicable diseases,24.5 ,11818.9 ,100
Iraq,Both,Neoplasms,24.5 ,98.5 ,0.8
Iraq,Both,Cardiovascular diseases,24.5 ,643.6 ,5.4
Iraq,Both,Chronic respiratory diseases,24.5 ,277.3 ,2.3
Iraq,Both,Diabetes mellitus,24.5 ,1091.0 ,9.2
Iraq,Both,Four major NCDs,24.5 ,2110.4 ,17.9
Jordan,Both,Non-communicable diseases,30.8 ,12059.9 ,100
