location_name,sex_name,cause_name,gain_HALE_1,gain_HALE_1_Q1,gain_HALE_1_Q3,gain_HALE_2,gain_HALE_2_Q1,gain_HALE_2_Q3,gain_HALE_3,gain_HALE_3_Q1,gain_HALE_3_Q3
Seychelles,Male,Diabetes mellitus,3.057,2.91,3.247,2.547,1.652,3.338,2.461,2.43,2.486
Seychelles,Female,Diabetes mellitus,4.118,3.957,4.316,3.574,2.497,4.526,3.488,3.458,3.512
Seychelles,Both,Diabetes mellitus,3.579,3.429,3.771,3.052,2.075,3.921,2.966,2.944,2.985
Seychelles,Male,Four major NCDs,7.079,6.79,7.425,3.654,2.733,4.469,1.721,1.393,1.997
Seychelles,Female,Four major NCDs,6.679,6.408,6.993,4.277,3.183,5.244,3.171,2.965,3.354
Seychelles,Both,Four major NCDs,6.982,6.708,7.303,3.994,2.995,4.883,2.452,2.239,2.63
Sierra Leone,Male,Neoplasms,2.258,2.253,2.266,1.855,0.981,2.591,1.515,1.39,1.613
Sierra Leone,Female,Neoplasms,2.752,2.744,2.762,2.262,1.25,3.133,1.87,1.727,1.984
Sierra Leone,Both,Neoplasms,2.498,2.492,2.506,2.054,1.116,2.848,1.689,1.566,1.787
Sierra Leone,Male,Cardiovascular diseases,3.118,3.069,3.171,2.083,1.203,2.823,1.328,0.983,1.603
Sierra Leone,Female,Cardiovascular diseases,3.67,3.615,3.731,2.503,1.485,3.379,1.701,1.362,1.972
Sierra Leone,Both,Cardiovascular diseases,3.387,3.335,3.442,2.288,1.344,3.088,1.51,1.211,1.756
Sierra Leone,Male,Chronic respiratory diseases,1.976,1.955,1.997,1.737,0.866,2.47,1.607,1.535,1.661
Sierra Leone,Female,Chronic respiratory diseases,2.366,2.337,2.396,2.099,1.092,2.966,1.986,1.92,2.031
Sierra Leone,Both,Chronic respiratory diseases,2.167,2.144,2.188,1.914,0.98,2.706,1.792,1.739,1.834
Sierra Leone,Male,Diabetes mellitus,1.905,1.874,1.946,1.715,0.845,2.448,1.624,1.572,1.66
Sierra Leone,Female,Diabetes mellitus,2.371,2.327,2.426,2.105,1.097,2.971,1.982,1.916,2.032
Sierra Leone,Both,Diabetes mellitus,2.132,2.094,2.178,1.905,0.971,2.696,1.799,1.752,1.835
Sierra Leone,Male,Four major NCDs,4.326,4.214,4.456,2.396,1.509,3.144,1.058,0.454,1.528
Sierra Leone,Female,Four major NCDs,5.146,5.002,5.312,2.872,1.844,3.757,1.417,0.793,1.903
Sierra Leone,Both,Four major NCDs,4.723,4.599,4.862,2.628,1.676,3.435,1.233,0.704,1.663
Singapore,Male,Neoplasms,5.808,5.79,5.827,4.937,4.067,5.686,4.536,4.514,4.558
Singapore,Female,Neoplasms,7.559,7.537,7.584,6.67,5.623,7.563,6.33,6.312,6.351
Singapore,Both,Neoplasms,6.704,6.685,6.724,5.812,4.87,6.625,5.441,5.424,5.459
Singapore,Male,Cardiovascular diseases,5.802,5.763,5.844,4.91,4.04,5.659,4.534,4.511,4.557
Singapore,Female,Cardiovascular diseases,6.969,6.931,7.009,6.456,5.411,7.345,6.3,6.286,6.314
Singapore,Both,Cardiovascular diseases,6.445,6.407,6.484,5.704,4.764,6.516,5.432,5.416,5.448
Singapore,Male,Chronic respiratory diseases,4.748,4.718,4.783,4.564,3.699,5.31,4.537,4.532,4.541
Singapore,Female,Chronic respiratory diseases,6.378,6.359,6.401,6.282,5.239,7.17,6.27,6.259,6.273
Singapore,Both,Chronic respiratory diseases,5.571,5.547,5.598,5.427,4.49,6.236,5.406,5.401,5.41
Singapore,Male,Diabetes mellitus,4.881,4.764,5.041,4.544,3.679,5.289,4.536,4.534,4.538
Singapore,Female,Diabetes mellitus,6.547,6.456,6.67,6.274,5.231,7.162,6.268,6.266,6.27
Singapore,Both,Diabetes mellitus,5.719,5.615,5.86,5.412,4.475,6.221,5.405,5.403,5.406
Singapore,Male,Four major NCDs,7.672,7.461,7.937,5.344,4.469,6.098,4.526,4.473,4.578
Singapore,Female,Four major NCDs,8.672,8.498,8.89,6.881,5.831,7.775,6.365,6.32,6.404
Singapore,Both,Four major NCDs,8.259,8.069,8.493,6.142,5.196,6.958,5.466,5.426,5.505
Slovakia,Male,Neoplasms,4.511,4.485,4.542,3.18,2.132,4.068,2.223,2.151,2.295
Slovakia,Female,Neoplasms,5.069,5.047,5.098,4.132,2.998,5.087,3.586,3.544,3.631
Slovakia,Both,Neoplasms,4.87,4.846,4.898,3.702,2.623,4.625,2.958,2.916,3.002
Slovakia,Male,Cardiovascular diseases,4.691,4.614,4.775,3.182,2.134,4.07,2.224,2.123,2.32
Slovakia,Female,Cardiovascular diseases,4.792,4.728,4.86,3.995,2.865,4.947,3.63,3.581,3.674
Slovakia,Both,Cardiovascular diseases,4.834,4.765,4.908,3.64,2.563,4.561,2.987,2.928,3.043
Slovakia,Male,Chronic respiratory diseases,2.778,2.756,2.802,2.62,1.586,3.496,2.562,2.547,2.574
Slovakia,Female,Chronic respiratory diseases,3.838,3.818,3.861,3.729,2.604,4.677,3.705,3.699,3.712
Slovakia,Both,Chronic respiratory diseases,3.34,3.321,3.361,3.205,2.136,4.118,3.165,3.157,3.171
Slovakia,Male,Diabetes mellitus,2.895,2.808,3.008,2.608,1.574,3.483,2.569,2.558,2.578
Slovakia,Female,Diabetes mellitus,3.988,3.909,4.089,3.73,2.605,4.678,3.705,3.698,3.711
Slovakia,Both,Diabetes mellitus,3.472,3.391,3.575,3.199,2.13,4.112,3.167,3.161,3.172
Slovakia,Male,Four major NCDs,7.267,7.037,7.543,3.832,2.768,4.734,1.777,1.574,1.97
Slovakia,Female,Four major NCDs,6.6,6.406,6.828,4.452,3.312,5.412,3.483,3.378,3.586
Slovakia,Both,Four major NCDs,7.078,6.872,7.317,4.214,3.123,5.146,2.722,2.606,2.837
Slovenia,Male,Neoplasms,5.862,5.834,5.897,4.48,3.429,5.388,3.674,3.619,3.728
Slovenia,Female,Neoplasms,6.782,6.759,6.809,5.825,4.702,6.787,5.36,5.322,5.399
Slovenia,Both,Neoplasms,6.416,6.391,6.445,5.204,4.121,6.143,4.567,4.53,4.603
Slovenia,Male,Cardiovascular diseases,5.035,4.979,5.098,4.185,3.141,5.088,3.766,3.727,3.804
Slovenia,Female,Cardiovascular diseases,5.929,5.883,5.98,5.517,4.4,6.474,5.385,5.367,5.402
Slovenia,Both,Cardiovascular diseases,5.56,5.509,5.616,4.898,3.821,5.832,4.62,4.596,4.643
Slovenia,Male,Chronic respiratory diseases,4.034,4.009,4.063,3.886,2.847,4.784,3.851,3.843,3.857
Slovenia,Female,Chronic respiratory diseases,5.524,5.496,5.56,5.405,4.29,6.361,5.391,5.385,5.394
Slovenia,Both,Chronic respiratory diseases,4.813,4.788,4.843,4.677,3.604,5.608,4.652,4.647,4.656
Slovenia,Male,Diabetes mellitus,4.169,4.075,4.288,3.878,2.839,4.776,3.852,3.846,3.858
Slovenia,Female,Diabetes mellitus,5.637,5.558,5.737,5.401,4.286,6.357,5.391,5.388,5.393
Slovenia,Both,Diabetes mellitus,4.937,4.851,5.044,4.671,3.598,5.602,4.653,4.649,4.656
Slovenia,Male,Four major NCDs,7.596,7.38,7.854,4.852,3.794,5.766,3.549,3.44,3.654
Slovenia,Female,Four major NCDs,7.722,7.54,7.94,5.973,4.848,6.937,5.35,5.285,5.411
Slovenia,Both,Four major NCDs,7.805,7.61,8.037,5.482,4.395,6.426,4.517,4.447,4.584
Solomon Islands,Male,Neoplasms,1.685,1.677,1.697,1.127,0.381,1.777,0.542,0.281,0.734
Solomon Islands,Female,Neoplasms,2.242,2.224,2.264,1.49,0.53,2.334,0.743,0.504,0.947
Solomon Islands,Both,Neoplasms,1.94,1.928,1.955,1.292,0.444,2.031,0.63,0.414,0.812
Solomon Islands,Male,Cardiovascular diseases,5.433,5.364,5.504,2.171,1.386,2.853,-0.953,-1.746,-0.242
Solomon Islands,Female,Cardiovascular diseases,4.635,4.563,4.709,2.152,1.168,3.017,-0.111,-0.711,0.421
Solomon Islands,Both,Cardiovascular diseases,5.061,4.99,5.132,2.162,1.282,2.929,-0.557,-1.18,0.007
Solomon Islands,Male,Chronic respiratory diseases,1.498,1.484,1.514,1.057,0.313,1.704,0.636,0.46,0.778
Solomon Islands,Female,Chronic respiratory diseases,1.633,1.616,1.652,1.286,0.335,2.122,0.994,0.85,1.104
Solomon Islands,Both,Chronic respiratory diseases,1.559,1.545,1.575,1.16,0.318,1.894,0.799,0.67,0.904
Solomon Islands,Male,Diabetes mellitus,1.866,1.731,2.034,1.077,0.332,1.725,0.604,0.392,0.765
Solomon Islands,Female,Diabetes mellitus,2.285,2.182,2.413,1.427,0.47,2.267,0.823,0.57,1.025
Solomon Islands,Both,Diabetes mellitus,2.056,1.937,2.201,1.235,0.39,1.972,0.701,0.523,0.85
Solomon Islands,Male,Four major NCDs,8.506,8.222,8.843,2.818,2.011,3.521,-2.025,-3.549,-0.751
Solomon Islands,Female,Four major NCDs,7.854,7.605,8.14,2.9,1.885,3.791,-1.197,-2.496,-0.098
Solomon Islands,Both,Four major NCDs,8.205,7.941,8.506,2.857,1.95,3.646,-1.639,-2.844,-0.586
Somalia,Male,Neoplasms,1.724,1.717,1.733,1.283,0.47,1.964,0.856,0.69,1.003
Somalia,Female,Neoplasms,2.655,2.645,2.668,2.079,1.054,2.95,1.601,1.355,1.782
Somalia,Both,Neoplasms,2.211,2.204,2.221,1.699,0.784,2.475,1.246,1.063,1.396
Somalia,Male,Cardiovascular diseases,2.991,2.951,3.038,1.644,0.821,2.334,0.452,-0.004,0.842
Somalia,Female,Cardiovascular diseases,3.47,3.424,3.523,2.295,1.265,3.17,1.443,1.016,1.744
Somalia,Both,Cardiovascular diseases,3.272,3.228,3.319,1.995,1.072,2.777,0.983,0.62,1.288
Somalia,Male,Chronic respiratory diseases,1.537,1.511,1.563,1.193,0.383,1.871,0.955,0.778,1.06
Somalia,Female,Chronic respiratory diseases,2.206,2.18,2.234,1.902,0.882,2.768,1.739,1.578,1.821
Somalia,Both,Chronic respiratory diseases,1.893,1.869,1.918,1.566,0.655,2.337,1.368,1.243,1.444
Somalia,Male,Diabetes mellitus,1.495,1.439,1.566,1.162,0.353,1.84,0.984,0.884,1.054
Somalia,Female,Diabetes mellitus,2.19,2.137,2.255,1.884,0.865,2.75,1.751,1.667,1.807
Somalia,Both,Diabetes mellitus,1.863,1.808,1.929,1.541,0.631,2.312,1.387,1.317,1.439
Somalia,Male,Four major NCDs,4.663,4.521,4.832,2.05,1.215,2.75,-0.044,-0.97,0.688
Somalia,Female,Four major NCDs,5.209,5.064,5.378,2.736,1.693,3.622,1.076,0.138,1.709
Somalia,Both,Four major NCDs,4.99,4.849,5.15,2.423,1.487,3.216,0.561,-0.198,1.158
South Africa,Male,Neoplasms,2.99,2.981,3,2.209,1.322,2.987,1.575,1.518,1.63
South Africa,Female,Neoplasms,3.66,3.651,3.671,3.006,1.886,3.975,2.53,2.456,2.599
South Africa,Both,Neoplasms,3.366,3.357,3.376,2.645,1.645,3.51,2.096,2.039,2.15
South Africa,Male,Cardiovascular diseases,3.353,3.313,3.396,2.289,1.401,3.068,1.517,1.441,1.594
South Africa,Female,Cardiovascular diseases,3.859,3.819,3.902,3.034,1.914,4.002,2.52,2.454,2.584
South Africa,Both,Cardiovascular diseases,3.649,3.61,3.692,2.699,1.699,3.565,2.065,2.005,2.127
South Africa,Male,Chronic respiratory diseases,2.295,2.264,2.325,1.947,1.067,2.718,1.775,1.753,1.792
South Africa,Female,Chronic respiratory diseases,3.03,2.997,3.063,2.76,1.647,3.723,2.669,2.641,2.684
South Africa,Both,Chronic respiratory diseases,2.698,2.668,2.727,2.389,1.396,3.248,2.26,2.239,2.273
South Africa,Male,Diabetes mellitus,2.568,2.489,2.658,2.004,1.123,2.777,1.734,1.703,1.763
South Africa,Female,Diabetes mellitus,3.583,3.477,3.707,2.883,1.768,3.848,2.605,2.566,2.639
South Africa,Both,Diabetes mellitus,3.118,3.025,3.225,2.48,1.486,3.341,2.206,2.178,2.231
South Africa,Male,Four major NCDs,5.823,5.649,6.016,2.902,1.998,3.695,1,0.81,1.181
South Africa,Female,Four major NCDs,6.126,5.926,6.35,3.576,2.442,4.557,2.191,1.981,2.376
South Africa,Both,Four major NCDs,6.03,5.846,6.234,3.282,2.267,4.161,1.658,1.49,1.815
South Sudan,Male,Neoplasms,2.708,2.701,2.716,2.242,1.266,3.102,1.846,1.683,1.974
South Sudan,Female,Neoplasms,3.828,3.82,3.838,3.285,2.093,4.333,2.878,2.704,3.02
South Sudan,Both,Neoplasms,3.156,3.149,3.164,2.656,1.573,3.593,2.253,2.091,2.381
South Sudan,Male,Cardiovascular diseases,3.329,3.282,3.381,2.395,1.414,3.258,1.722,1.383,1.971
South Sudan,Female,Cardiovascular diseases,4.214,4.163,4.27,3.358,2.165,4.407,2.839,2.588,3.034
South Sudan,Both,Cardiovascular diseases,3.676,3.628,3.729,2.774,1.689,3.714,2.169,1.902,2.37
South Sudan,Male,Chronic respiratory diseases,2.348,2.324,2.374,2.094,1.122,2.95,1.964,1.886,2.021
South Sudan,Female,Chronic respiratory diseases,3.279,3.254,3.306,3.073,1.887,4.115,3.002,2.946,3.036
South Sudan,Both,Chronic respiratory diseases,2.716,2.692,2.74,2.48,1.403,3.413,2.376,2.323,2.416
South Sudan,Male,Diabetes mellitus,2.385,2.327,2.457,2.088,1.116,2.944,1.968,1.899,2.017
South Sudan,Female,Diabetes mellitus,3.346,3.296,3.408,3.085,1.899,4.128,2.995,2.942,3.034
South Sudan,Both,Diabetes mellitus,2.763,2.709,2.829,2.482,1.404,3.414,2.375,2.324,2.413
South Sudan,Male,Four major NCDs,4.775,4.631,4.943,2.753,1.763,3.625,1.41,0.751,1.902
South Sudan,Female,Four major NCDs,5.638,5.498,5.8,3.718,2.514,4.776,2.615,2.075,3.03
South Sudan,Both,Four major NCDs,5.116,4.977,5.275,3.134,2.039,4.083,1.896,1.355,2.31
Spain,Male,Neoplasms,5.569,5.538,5.605,4.258,3.356,5.037,3.526,3.497,3.556
Spain,Female,Neoplasms,6.645,6.621,6.673,5.821,4.617,6.824,5.433,5.417,5.453
Spain,Both,Neoplasms,6.167,6.14,6.197,5.074,4.029,5.959,4.517,4.497,4.538
Spain,Male,Cardiovascular diseases,4.549,4.509,4.594,3.921,3.024,4.695,3.613,3.589,3.637
Spain,Female,Cardiovascular diseases,5.842,5.813,5.875,5.551,4.352,6.55,5.45,5.439,5.46
Spain,Both,Cardiovascular diseases,5.239,5.205,5.276,4.765,3.725,5.646,4.562,4.546,4.577
Spain,Male,Chronic respiratory diseases,3.958,3.921,4,3.723,2.829,4.494,3.661,3.651,3.669
Spain,Female,Chronic respiratory diseases,5.612,5.585,5.645,5.476,4.278,6.474,5.454,5.442,5.458
Spain,Both,Chronic respiratory diseases,4.811,4.781,4.845,4.622,3.584,5.501,4.581,4.573,4.586
Spain,Male,Diabetes mellitus,3.973,3.879,4.101,3.687,2.793,4.458,3.669,3.666,3.671
Spain,Female,Diabetes mellitus,5.703,5.619,5.809,5.462,4.264,6.46,5.454,5.453,5.455
Spain,Both,Diabetes mellitus,4.861,4.773,4.975,4.596,3.559,5.474,4.583,4.582,4.585
Spain,Male,Four major NCDs,7.092,6.881,7.358,4.57,3.663,5.353,3.438,3.372,3.504
Spain,Female,Four major NCDs,7.458,7.289,7.663,5.946,4.74,6.951,5.425,5.385,5.462
Spain,Both,Four major NCDs,7.359,7.176,7.584,5.302,4.253,6.19,4.481,4.437,4.524
Sri Lanka,Male,Neoplasms,3.997,3.989,4.008,3.46,2.482,4.32,3.091,2.988,3.176
Sri Lanka,Female,Neoplasms,5.503,5.493,5.516,4.968,3.841,5.946,4.67,4.591,4.734
Sri Lanka,Both,Neoplasms,4.757,4.748,4.768,4.216,3.173,5.13,3.884,3.803,3.953
Sri Lanka,Male,Cardiovascular diseases,5.046,4.989,5.106,3.744,2.76,4.61,2.952,2.717,3.143
Sri Lanka,Female,Cardiovascular diseases,5.832,5.776,5.889,5.023,3.896,6.001,4.663,4.558,4.751
Sri Lanka,Both,Cardiovascular diseases,5.471,5.415,5.528,4.395,3.348,5.312,3.828,3.678,3.953
Sri Lanka,Male,Chronic respiratory diseases,3.779,3.739,3.821,3.337,2.362,4.194,3.151,3.08,3.209
Sri Lanka,Female,Chronic respiratory diseases,5.044,5.018,5.073,4.79,3.667,5.765,4.706,4.673,4.732
Sri Lanka,Both,Chronic respiratory diseases,4.417,4.386,4.449,4.065,3.026,4.977,3.932,3.892,3.968
Sri Lanka,Male,Diabetes mellitus,4.075,3.918,4.27,3.35,2.375,4.208,3.143,3.071,3.202
Sri Lanka,Female,Diabetes mellitus,5.595,5.422,5.81,4.854,3.729,5.829,4.694,4.639,4.741
Sri Lanka,Both,Diabetes mellitus,4.84,4.677,5.041,4.103,3.062,5.015,3.92,3.869,3.964
Sri Lanka,Male,Four major NCDs,7.398,7.116,7.727,4.262,3.266,5.137,2.676,2.186,3.078
Sri Lanka,Female,Four major NCDs,7.875,7.6,8.202,5.479,4.343,6.464,4.565,4.291,4.794
Sri Lanka,Both,Four major NCDs,7.686,7.413,8.002,4.888,3.832,5.814,3.655,3.328,3.933
Sudan,Male,Neoplasms,2.924,2.917,2.933,2.452,1.547,3.221,2.089,1.944,2.223
Sudan,Female,Neoplasms,3.512,3.504,3.522,3.069,1.959,4.035,2.751,2.625,2.856
Sudan,Both,Neoplasms,3.172,3.165,3.181,2.71,1.712,3.574,2.364,2.233,2.475
Sudan,Male,Cardiovascular diseases,5.245,5.181,5.312,3.126,2.205,3.909,1.63,1.126,2.055
Sudan,Female,Cardiovascular diseases,5.488,5.418,5.561,3.628,2.505,4.604,2.436,2.066,2.742
Sudan,Both,Cardiovascular diseases,5.337,5.271,5.405,3.332,2.321,4.208,1.972,1.55,2.32
Sudan,Male,Chronic respiratory diseases,2.607,2.58,2.637,2.32,1.418,3.086,2.173,2.084,2.245
Sudan,Female,Chronic respiratory diseases,3.157,3.128,3.19,2.921,1.815,3.883,2.829,2.757,2.872
Sudan,Both,Chronic respiratory diseases,2.836,2.809,2.866,2.569,1.576,3.43,2.446,2.383,2.496
Sudan,Male,Diabetes mellitus,2.606,2.508,2.731,2.263,1.362,3.028,2.208,2.169,2.234
Sudan,Female,Diabetes mellitus,3.253,3.162,3.369,2.904,1.798,3.866,2.838,2.79,2.869
Sudan,Both,Diabetes mellitus,2.875,2.78,2.995,2.529,1.536,3.389,2.469,2.436,2.493
Sudan,Male,Four major NCDs,6.819,6.605,7.071,3.469,2.541,4.259,1.372,0.581,2.042
Sudan,Female,Four major NCDs,6.922,6.711,7.17,3.939,2.808,4.922,2.246,1.621,2.738
Sudan,Both,Four major NCDs,6.857,6.647,7.102,3.663,2.644,4.546,1.743,1.085,2.285
Suriname,Male,Neoplasms,3.633,3.623,3.645,2.91,1.916,3.77,2.408,2.337,2.472
Suriname,Female,Neoplasms,5.019,5.009,5.031,4.238,3.055,5.228,3.78,3.719,3.836
Suriname,Both,Neoplasms,4.31,4.301,4.321,3.555,2.47,4.475,3.077,3.029,3.121
Suriname,Male,Cardiovascular diseases,4.892,4.852,4.938,3.279,2.277,4.147,2.216,2.073,2.359
Suriname,Female,Cardiovascular diseases,5.42,5.385,5.459,4.339,3.155,5.33,3.761,3.67,3.848
Suriname,Both,Cardiovascular diseases,5.179,5.142,5.221,3.804,2.714,4.728,2.988,2.902,3.074
Suriname,Male,Chronic respiratory diseases,2.779,2.764,2.795,2.624,1.637,3.479,2.547,2.521,2.567
Suriname,Female,Chronic respiratory diseases,4.033,4.017,4.051,3.906,2.731,4.89,3.862,3.844,3.876
Suriname,Both,Chronic respiratory diseases,3.389,3.376,3.404,3.247,2.169,4.161,3.186,3.171,3.199
Suriname,Male,Diabetes mellitus,3.549,3.352,3.784,2.711,1.722,3.567,2.506,2.444,2.556
Suriname,Female,Diabetes mellitus,4.805,4.614,5.038,4,2.823,4.985,3.841,3.796,3.88
Suriname,Both,Diabetes mellitus,4.162,3.971,4.396,3.337,2.257,4.252,3.156,3.118,3.19
Suriname,Male,Four major NCDs,7.293,7.009,7.628,3.803,2.789,4.682,1.917,1.609,2.2
Suriname,Female,Four major NCDs,7.764,7.498,8.082,4.87,3.674,5.871,3.615,3.396,3.814
Suriname,Both,Four major NCDs,7.562,7.294,7.883,4.336,3.234,5.27,2.772,2.582,2.951
Sweden,Male,Neoplasms,5.316,5.288,5.349,4.413,3.461,5.23,3.944,3.923,3.965
Sweden,Female,Neoplasms,6.337,6.311,6.369,5.418,4.251,6.409,4.956,4.938,4.975
Sweden,Both,Neoplasms,5.851,5.825,5.881,4.939,3.884,5.843,4.473,4.458,4.49
Sweden,Male,Cardiovascular diseases,5.105,5.036,5.184,4.302,3.352,5.118,3.964,3.944,3.984
Sweden,Female,Cardiovascular diseases,5.508,5.462,5.562,5.125,3.964,6.112,4.997,4.985,5.008
Sweden,Both,Cardiovascular diseases,5.337,5.282,5.401,4.739,3.688,5.64,4.505,4.491,4.519
Sweden,Male,Chronic respiratory diseases,4.228,4.191,4.27,4.043,3.097,4.855,4.009,4.005,4.013
Sweden,Female,Chronic respiratory diseases,5.313,5.259,5.375,5.042,3.881,6.027,5.007,5,5.022
Sweden,Both,Chronic respiratory diseases,4.792,4.749,4.842,4.565,3.517,5.464,4.53,4.527,4.539
Sweden,Male,Diabetes mellitus,4.27,4.206,4.348,4.037,3.091,4.849,4.01,4.005,4.014
Sweden,Female,Diabetes mellitus,5.188,5.139,5.249,5.021,3.86,6.006,5.009,5.006,5.011
Sweden,Both,Diabetes mellitus,4.752,4.697,4.82,4.551,3.503,5.45,4.532,4.529,4.534
Sweden,Male,Four major NCDs,6.916,6.712,7.156,4.751,3.794,5.572,3.875,3.824,3.925
Sweden,Female,Four major NCDs,7.339,7.16,7.553,5.575,4.406,6.568,4.934,4.894,4.982
Sweden,Both,Four major NCDs,7.161,6.975,7.377,5.19,4.131,6.097,4.43,4.393,4.472
Switzerland,Male,Neoplasms,5.821,5.793,5.857,4.768,3.776,5.631,4.233,4.207,4.259
Switzerland,Female,Neoplasms,6.731,6.707,6.76,5.882,4.681,6.951,5.483,5.465,5.503
Switzerland,Both,Neoplasms,6.326,6.302,6.356,5.368,4.276,6.332,4.901,4.882,4.922
Switzerland,Male,Cardiovascular diseases,5.053,5.019,5.093,4.509,3.522,5.369,4.269,4.249,4.288
Switzerland,Female,Cardiovascular diseases,5.823,5.798,5.851,5.581,4.385,6.646,5.5,5.489,5.51
Switzerland,Both,Cardiovascular diseases,5.487,5.458,5.519,5.088,4.001,6.048,4.927,4.914,4.94
Switzerland,Male,Chronic respiratory diseases,4.524,4.491,4.563,4.332,3.347,5.189,4.291,4.285,4.297
Switzerland,Female,Chronic respiratory diseases,5.72,5.679,5.768,5.528,4.333,6.592,5.502,5.497,5.511
Switzerland,Both,Chronic respiratory diseases,5.163,5.127,5.204,4.97,3.884,5.928,4.937,4.932,4.942
Switzerland,Male,Diabetes mellitus,4.55,4.475,4.647,4.311,3.327,5.169,4.293,4.29,4.297
Switzerland,Female,Diabetes mellitus,5.699,5.637,5.784,5.51,4.315,6.574,5.503,5.501,5.504
Switzerland,Both,Diabetes mellitus,5.165,5.096,5.255,4.951,3.866,5.909,4.938,4.936,4.94
Switzerland,Male,Four major NCDs,7.097,6.92,7.314,5.031,4.036,5.898,4.192,4.135,4.247
Switzerland,Female,Four major NCDs,7.48,7.324,7.673,5.992,4.789,7.063,5.476,5.44,5.517
Switzerland,Both,Four major NCDs,7.349,7.186,7.547,5.559,4.465,6.525,4.882,4.843,4.922
Syrian Arab Republic,Male,Neoplasms,2.078,2.069,2.088,1.742,0.882,2.506,1.443,1.341,1.526
Syrian Arab Republic,Female,Neoplasms,2.589,2.581,2.6,2.276,1.15,3.267,2.015,1.93,2.084
Syrian Arab Republic,Both,Neoplasms,2.304,2.297,2.314,1.978,1.006,2.844,1.696,1.616,1.762
Syrian Arab Republic,Male,Cardiovascular diseases,3.953,3.898,4.013,2.286,1.411,3.064,0.898,0.483,1.265
Syrian Arab Republic,Female,Cardiovascular diseases,3.861,3.801,3.923,2.628,1.493,3.627,1.709,1.435,1.932
Syrian Arab Republic,Both,Cardiovascular diseases,3.905,3.849,3.964,2.436,1.451,3.313,1.266,0.943,1.537
Syrian Arab Republic,Male,Chronic respiratory diseases,1.816,1.794,1.84,1.633,0.776,2.394,1.545,1.505,1.574
Syrian Arab Republic,Female,Chronic respiratory diseases,2.351,2.324,2.38,2.167,1.045,3.154,2.104,2.073,2.125
Syrian Arab Republic,Both,Chronic respiratory diseases,2.053,2.03,2.076,1.868,0.9,2.731,1.792,1.763,1.814
Syrian Arab Republic,Male,Diabetes mellitus,1.925,1.829,2.052,1.612,0.756,2.373,1.564,1.54,1.582
Syrian Arab Republic,Female,Diabetes mellitus,2.515,2.406,2.65,2.163,1.041,3.15,2.107,2.079,2.127
Syrian Arab Republic,Both,Diabetes mellitus,2.186,2.084,2.316,1.855,0.887,2.718,1.803,1.784,1.818
Syrian Arab Republic,Male,Four major NCDs,5.101,4.904,5.342,2.508,1.627,3.292,0.657,0.068,1.163
Syrian Arab Republic,Female,Four major NCDs,4.979,4.764,5.229,2.835,1.694,3.84,1.522,1.099,1.859
Syrian Arab Republic,Both,Four major NCDs,5.042,4.838,5.278,2.652,1.661,3.535,1.051,0.594,1.429
Taiwan (Province of China),Male,Neoplasms,5.097,5.074,5.124,3.806,2.979,4.544,3.029,2.99,3.068
Taiwan (Province of China),Female,Neoplasms,7.073,7.054,7.095,6.148,5.054,7.095,5.725,5.703,5.75
Taiwan (Province of China),Both,Neoplasms,5.973,5.952,5.996,4.838,3.89,5.682,4.238,4.212,4.266
Taiwan (Province of China),Male,Cardiovascular diseases,4.243,4.187,4.302,3.497,2.676,4.23,3.133,3.1,3.164
Taiwan (Province of China),Female,Cardiovascular diseases,6.305,6.248,6.364,5.851,4.762,6.794,5.727,5.713,5.741
Taiwan (Province of China),Both,Cardiovascular diseases,5.154,5.099,5.211,4.533,3.59,5.371,4.288,4.267,4.309
Taiwan (Province of China),Male,Chronic respiratory diseases,3.387,3.369,3.407,3.252,2.436,3.981,3.21,3.204,3.216
Taiwan (Province of China),Female,Chronic respiratory diseases,5.836,5.818,5.856,5.739,4.651,6.68,5.725,5.714,5.728
Taiwan (Province of China),Both,Chronic respiratory diseases,4.463,4.447,4.481,4.344,3.404,5.18,4.316,4.31,4.32
Taiwan (Province of China),Male,Diabetes mellitus,3.697,3.605,3.81,3.293,2.475,4.022,3.197,3.184,3.21
Taiwan (Province of China),Female,Diabetes mellitus,6.145,6.053,6.259,5.777,4.689,6.719,5.726,5.718,5.733
Taiwan (Province of China),Both,Diabetes mellitus,4.773,4.683,4.883,4.384,3.443,5.22,4.311,4.302,4.318
Taiwan (Province of China),Male,Four major NCDs,6.848,6.649,7.08,4.188,3.355,4.932,2.893,2.8,2.983
Taiwan (Province of China),Female,Four major NCDs,8.213,8.022,8.435,6.341,5.244,7.291,5.726,5.671,5.776
Taiwan (Province of China),Both,Four major NCDs,7.46,7.27,7.676,5.14,4.187,5.988,4.186,4.123,4.247
Tajikistan,Male,Neoplasms,1.784,1.778,1.791,1.326,0.477,2.059,0.861,0.749,0.937
Tajikistan,Female,Neoplasms,2.282,2.274,2.291,1.824,0.807,2.708,1.413,1.342,1.473
Tajikistan,Both,Neoplasms,2.019,2.012,2.026,1.56,0.629,2.367,1.121,1.044,1.174
Tajikistan,Male,Cardiovascular diseases,3.954,3.896,4.016,1.955,1.089,2.702,0.028,-0.241,0.321
Tajikistan,Female,Cardiovascular diseases,3.876,3.829,3.926,2.29,1.263,3.184,0.911,0.736,1.085
